iter	RMSE
0	0.08422959933
1	0.08351272845
2	0.08276851749
3	0.08205514938
4	0.08139755108
5	0.08071239647
6	0.0800650773
7	0.07938802515
8	0.07878812335
9	0.07812252699
10	0.07753833797
11	0.07690768598
12	0.07630869456
13	0.07573159769
14	0.07519452121
15	0.07460264223
16	0.07405322355
17	0.07308814067
18	0.07258140123
19	0.07203358251
20	0.07156016194
21	0.07107890789
22	0.07060401008
23	0.06986144471
24	0.06897616106
25	0.06851592186
26	0.06806621
27	0.06764243465
28	0.06722495662
29	0.06680855772
30	0.06639656202
31	0.06601612175
32	0.06518973187
33	0.06482435397
34	0.06440116208
35	0.06402277138
36	0.06325164914
37	0.06246250978
38	0.06205019531
39	0.06170401774
40	0.06104079921
41	0.06057058869
42	0.06025278901
43	0.05992995473
44	0.05931683002
45	0.05901276324
46	0.05856274018
47	0.05823496157
48	0.05796091521
49	0.05746398469
50	0.05690888378
51	0.05662051263
52	0.05605847895
53	0.05553654784
54	0.05500442109
55	0.05472990281
56	0.05430894675
57	0.05404781886
58	0.05383220367
59	0.05339759612
60	0.05289669993
61	0.05247659019
62	0.05226124888
63	0.051823521
64	0.05158663699
65	0.05121456396
66	0.05102273183
67	0.05082167925
68	0.05045535971
69	0.05006174648
70	0.0498880527
71	0.04969913784
72	0.04935281148
73	0.04903296701
74	0.04866151776
75	0.0483468921
76	0.04817304591
77	0.04787354492
78	0.04758075187
79	0.04742287039
80	0.0472387674
81	0.04709481483
82	0.0468893521
83	0.04659230942
84	0.0462990599
85	0.046050203
86	0.04587734609
87	0.04558004792
88	0.04534509417
89	0.04520157245
90	0.0449329781
91	0.04482883904
92	0.04459154425
93	0.04434315711
94	0.0440664306
95	0.04386084726
96	0.04375520573
97	0.04358057113
98	0.04349004669
99	0.04337602491
100	0.04318126246
101	0.04306010583
102	0.04283373495
103	0.04262221085
104	0.04239474356
105	0.04230625917
106	0.04208133384
107	0.0419517431
108	0.04177361371
109	0.04165943445
110	0.04155626444
111	0.04138425751
112	0.04118798466
113	0.04109575123
114	0.04088144509
115	0.04080098701
116	0.04061567598
117	0.0404082875
118	0.04022890677
119	0.04012074497
120	0.03996864649
121	0.03984925151
122	0.0397348376
123	0.03962904443
124	0.03944386434
125	0.03924662395
126	0.03916311402
127	0.03907428127
128	0.03893686747
129	0.03877652447
130	0.03863942097
131	0.03852033924
132	0.03837899797
133	0.03827034305
134	0.03815142833
135	0.0380278453
136	0.03797990066
137	0.03788716072
138	0.0377283845
139	0.03761502969
140	0.03754349446
141	0.03745627297
142	0.03733830293
143	0.03724030237
144	0.03712535185
145	0.03704047997
146	0.03690746973
147	0.03674987919
148	0.03663706371
149	0.03654807922
150	0.03644108525
151	0.03632225052
152	0.03621420504
153	0.03617352516
154	0.03603178425
155	0.03593238075
156	0.03579238824
157	0.03572905292
158	0.03563608878
159	0.03558331806
160	0.03545382003
161	0.03534001833
162	0.0352435214
163	0.0351973412
164	0.03505112541
165	0.03500793501
166	0.03492858692
167	0.03479574209
168	0.03473711815
169	0.03463127571
170	0.0345043832
171	0.03443920381
172	0.0343308109
173	0.0342923437
174	0.03419179206
175	0.03413174323
176	0.03405198077
177	0.03394620674
178	0.03382574903
179	0.03372632953
180	0.03365592352
181	0.03358848255
182	0.03353564099
183	0.0334586771
184	0.03333691878
185	0.03330437823
186	0.03325569834
187	0.03317117058
188	0.03310018674
189	0.03299829831
190	0.03293156074
191	0.03285303622
192	0.03275521659
193	0.03264336834
194	0.03257094581
195	0.03247493308
196	0.0323365782
197	0.03226115595
198	0.03215826083
199	0.03205540548
200	0.03195760528
201	0.03187238191
202	0.03180663057
203	0.03173138919
204	0.0316357378
205	0.03155882174
206	0.03145905861
207	0.03136465022
208	0.03132038341
209	0.03122256746
210	0.03116518931
211	0.03109716237
212	0.03098583422
213	0.03089931263
214	0.03080584546
215	0.03073515353
216	0.03068156418
217	0.03057962912
218	0.03053640824
219	0.03045557237
220	0.0303661488
221	0.03029704608
222	0.03021127918
223	0.03018580313
224	0.03013621639
225	0.03011315169
226	0.03002704269
227	0.02994211795
228	0.02986730623
229	0.02979069081
230	0.02973634636
231	0.0296497077
232	0.02955191956
233	0.02952017275
234	0.02949684464
235	0.02943705732
236	0.02936267131
237	0.02928767769
238	0.02921155402
239	0.02915539001
240	0.0291186072
241	0.0290648971
242	0.02898964255
243	0.02895564678
244	0.02887238117
