iter	RMSE
245	0.02882065296
246	0.0287518321
247	0.02867913199
248	0.02865560382
249	0.02856379961
250	0.02853724659
251	0.02845000076
252	0.028399816
253	0.02832228201
254	0.02827997613
255	0.02823041792
256	0.02815872168
257	0.0281330731
258	0.02806684347
259	0.02801633322
260	0.02799726026
261	0.02795263246
262	0.02787200163
263	0.02779956332
264	0.02777562681
265	0.02769848146
266	0.02762739115
267	0.02757057469
268	0.02752849589
269	0.02745455885
270	0.02737763426
271	0.02729246359
272	0.0272371152
273	0.02719870025
274	0.02715306525
275	0.02707927312
276	0.02705348632
277	0.02700440383
278	0.02695134326
279	0.02692911878
280	0.0268684238
281	0.02682609039
282	0.0267897352
283	0.0267575529
284	0.02671278435
285	0.02666416705
286	0.02662172108
287	0.02659522652
288	0.0265586518
289	0.02653468526
290	0.02647189577
291	0.02640485573
292	0.02636021912
293	0.0262951123
294	0.02625313801
295	0.02623063302
296	0.02619411769
297	0.02612790927
298	0.02608940449
299	0.02605181524
300	0.02602979352
301	0.02596887106
302	0.02590164298
303	0.02582993019
304	0.0257594771
305	0.02574082034
306	0.02569986738
307	0.02568061123
308	0.02563475945
309	0.02558332035
310	0.02552339746
311	0.02550965208
312	0.02545409463
313	0.02542877421
314	0.02537365801
315	0.0253219565
316	0.02526127045
317	0.02521365743
318	0.0251765945
319	0.0251315768
320	0.02508784443
321	0.02504353723
322	0.02502337091
323	0.02496297981
324	0.0248952713
325	0.02486938142
326	0.0248412899
327	0.02478298379
328	0.02474026356
329	0.02469327755
330	0.0246457718
331	0.02460071532
332	0.02457225549
333	0.0245228226
334	0.02447462042
335	0.02445975838
336	0.02442171513
337	0.02437676675
338	0.02434941824
339	0.02433327101
340	0.02428896837
341	0.02424798686
342	0.0241912678
343	0.02414610465
344	0.02409954626
345	0.02404953746
346	0.02398785712
347	0.02395111293
348	0.02391077284
349	0.02387127659
350	0.02382966471
351	0.02380763778
352	0.02376621566
353	0.02375262772
354	0.0237061581
355	0.02366121136
356	0.02361883577
357	0.02358849366
358	0.02353200416
359	0.0234885787
360	0.02345444044
361	0.02343122062
362	0.02340047638
363	0.02336297552
364	0.02332728842
365	0.02331800673
366	0.02328013604
367	0.02325758849
368	0.02321671422
369	0.02317161333
370	0.02314968953
371	0.02312804689
372	0.02310084463
373	0.02305823395
374	0.0230380315
375	0.02298386608
376	0.02295067686
377	0.02291353238
378	0.02287571513
379	0.02284282685
380	0.02280275813
381	0.02275496084
382	0.02273776
383	0.02271473832
384	0.02267349394
385	0.0226591833
386	0.02261500765
387	0.02257719281
388	0.02253128122
389	0.02251487809
390	0.02247930597
391	0.02243211883
392	0.02241926623
393	0.02238922918
394	0.02236413965
395	0.02234192077
396	0.02231817013
397	0.02227241819
398	0.02224776805
399	0.02221092212
400	0.02218322756
401	0.02212795367
402	0.02209355704
403	0.02206153483
404	0.02203796358
405	0.02202305461
406	0.02200014448
407	0.0219816255
408	0.02194221974
409	0.02191078058
410	0.02186710238
411	0.0218357742
412	0.02180887709
413	0.02179721677
414	0.02175345833
415	0.02172824624
416	0.02169794769
417	0.02167715711
418	0.0216441655
419	0.02159376784
420	0.02156126675
421	0.02153227075
422	0.02149378782
423	0.02147331143
424	0.02146150711
425	0.02143446604
426	0.0214141021
427	0.02137492259
428	0.02133628782
429	0.02131193813
430	0.02127211103
431	0.02125263202
432	0.02121244188
433	0.02118340871
434	0.02115940908
435	0.02113752944
436	0.02111059653
437	0.02108722352
438	0.02104510412
439	0.02101896559
440	0.02097325814
441	0.02093489354
442	0.02089979017
443	0.02087094075
444	0.02084104858
445	0.02080641569
446	0.02078628826
447	0.02075633887
448	0.02071846568
449	0.02069801197
450	0.02066645997
451	0.0206483091
452	0.0206288568
453	0.0206029603
454	0.02057268386
455	0.02055163617
456	0.02052799407
457	0.02050952975
458	0.02048227965
459	0.02045639144
460	0.02044523218
461	0.02041956996
462	0.02040216983
463	0.02036516735
464	0.02032920057
465	0.02031364334
466	0.02029459929
467	0.02027829991
468	0.02024953157
469	0.0202246812
470	0.02019828736
471	0.02016150779
472	0.02014070443
473	0.02012525805
474	0.02010058353
475	0.02006421453
476	0.02002973493
477	0.01999877313
478	0.01997877332
479	0.01995135494
480	0.01993703357
481	0.01992663584
482	0.019912989
483	0.01989908838
484	0.01985807894
485	0.0198279913
486	0.0198036824
487	0.01977342714
488	0.01975662098
489	0.01972031205
490	0.01971212889
491	0.01968115644
492	0.01964533152
493	0.01961877338
494	0.01960108138
495	0.0195957912
496	0.01956205992
497	0.01952874205
498	0.0195070634
499	0.01948462869
500	0.01944859003
501	0.01942381405
502	0.01939550363
503	0.01935993772
504	0.01934259455
505	0.0193147896
506	0.01930179905
507	0.01928025691
508	0.01925508641
509	0.01923632201
510	0.0192156038
511	0.01919522457
512	0.01916756203
513	0.01913420731
514	0.01911816129
515	0.01909356002
516	0.01906785755
517	0.019050045
518	0.01903993544
519	0.01902877705
520	0.01901898281
521	0.01899446348
522	0.01897201708
523	0.01894167364
524	0.01891546946
525	0.01889094097
526	0.0188717149
527	0.01884989116
528	0.01882608997
529	0.01881559581
530	0.01880363353
531	0.01879153424
532	0.01877467891
533	0.01875769737
534	0.01872782339
535	0.01871215974
536	0.01867528554
537	0.01865114304
538	0.01862445069
539	0.01859037179
540	0.01856174033
541	0.01853870013
542	0.01851512445
543	0.01849146401
544	0.01846159176
545	0.01844046549
546	0.01841384553
547	0.01838263706
548	0.01835668713
549	0.01833918151
550	0.01833265654
551	0.01832369909
552	0.0183137376
553	0.0182849846
554	0.01827228325
555	0.01823727016
556	0.01821683412
557	0.01818336877
558	0.01815424554
559	0.01813263001
560	0.01810451746
561	0.01809469905
562	0.01807591557
563	0.01806032178
564	0.01803634785
565	0.01800644102
566	0.01798246622
567	0.01795396225
568	0.01793588604
569	0.01790988283
570	0.01788720113
571	0.01787237327
572	0.01784640088
573	0.01782606723
574	0.0178125282
575	0.01778934525
576	0.01776782396
577	0.01774435374
578	0.01773321706
579	0.01772275197
580	0.01768860956
581	0.01766822102
582	0.01764720877
583	0.01762015931
584	0.01758501974
585	0.01757549034
586	0.01755019893
587	0.01754197315
588	0.0175240437
589	0.01750064161
590	0.01746963187
591	0.01745685678
592	0.01743974563
593	0.01741187358
594	0.01738861685
595	0.01737594717
596	0.0173548903
597	0.01734455752
598	0.01732012094
599	0.01730221829
600	0.01728181329
601	0.01725233344
602	0.01724454855
603	0.01722593382
604	0.01721845232
605	0.01720139578
606	0.01717993525
607	0.01715386641
608	0.01713101198
609	0.01711378514
610	0.01710660545
611	0.0170920842
612	0.01707699378
613	0.01706467229
614	0.01703897307
615	0.01702097968
616	0.0169956883
617	0.01698207879
618	0.01697000676
619	0.01695798246
620	0.01693376035
621	0.01691504643
622	0.0168875916
623	0.01686556096
624	0.01685839936
625	0.01683317429
626	0.01681477227
627	0.01678623314
628	0.0167559709
629	0.01673716886
630	0.01671716905
631	0.01670919839
632	0.01669719749
633	0.01668943907
634	0.01667387525
635	0.01666070086
636	0.01664956043
637	0.01663521963
638	0.01662002935
639	0.01660418347
640	0.01658820715
641	0.01657084836
642	0.01655186438
643	0.01653230847
644	0.01652309791
645	0.01650019793
646	0.01648229531
647	0.01646291367
648	0.01643632958
649	0.01642445393
650	0.01640671026
651	0.01639461494
652	0.01636910779
653	0.01635496508
654	0.01634379868
655	0.01633461744
656	0.01631165234
657	0.01629615779
658	0.01627792116
659	0.01625504949
660	0.01623908557
661	0.01622307169
662	0.01620233019
663	0.01618379885
664	0.01617012581
665	0.01615713128
666	0.01614079962
667	0.01611820752
668	0.01610912594
669	0.01609683351
670	0.01606733498
671	0.01605802745
672	0.01604916411
673	0.016030387
674	0.01601006561
675	0.0160013567
676	0.01597895403
677	0.0159671957
678	0.01595549674
679	0.01594221182
680	0.01592701251
681	0.01591056542
682	0.01588403851
683	0.01586908218
684	0.01585955258
685	0.0158503206
686	0.01583287916
687	0.015814333
688	0.01580320072
689	0.0157811377
690	0.01576364005
691	0.01575190642
692	0.01574120699
693	0.01572448765
694	0.01571250665
695	0.01570233565
696	0.01569164804
697	0.01567798407
698	0.01565364949
699	0.01564226528
700	0.01561648614
701	0.01559535149
702	0.01557943933
703	0.01557293115
704	0.01554802955
705	0.01553728906
706	0.01552446874
707	0.01551540461
708	0.0154889358
709	0.01547421606
710	0.01545731333
711	0.01544814319
712	0.01543080173
713	0.0154231431
714	0.01540362399
715	0.01538170245
716	0.01536466903
717	0.01535727569
718	0.01534920319
719	0.01532728214
720	0.01530268529
721	0.01528813183
722	0.01526688308
723	0.01524841917
724	0.01523167115
725	0.01522083149
726	0.01520609743
727	0.01520005128
728	0.01517892767
729	0.01517212791
730	0.0151565179
731	0.01514384431
732	0.01513332033
733	0.01512718353
734	0.01510450749
735	0.01509149695
736	0.01507665192
737	0.01506838614
738	0.01504685843
739	0.01503385188
740	0.01502304337
741	0.01500478489
742	0.01499504422
743	0.01497476193
744	0.01495931096
745	0.01495058009
746	0.01494303643
747	0.01492751439
748	0.01490383489
749	0.01489200249
750	0.01486964654
751	0.014846999
752	0.01483473635
753	0.01482450952
754	0.01480823505
755	0.01479749157
756	0.01478531229
757	0.01476747916
758	0.01476019606
759	0.01474636545
760	0.01473053877
761	0.01472424359
762	0.01470517087
763	0.01468307322
764	0.01467472403
765	0.01464777041
766	0.01463609808
767	0.01462657172
768	0.0146111992
769	0.01459843099
770	0.014588267
771	0.0145758334
772	0.01455972583
773	0.01455121553
774	0.0145311799
775	0.01451569838
776	0.01450262642
777	0.01449271773
778	0.01447919413
779	0.01445966922
780	0.0144365619
781	0.01442696774
782	0.01441324536
783	0.01440063112
784	0.01438684851
785	0.01437629002
786	0.01436199599
787	0.01435005939
788	0.01433752835
789	0.01432175372
790	0.01431049464
791	0.01429786769
792	0.01428740551
793	0.01426892095
794	0.01425352625
795	0.01424023099
796	0.01422328375
797	0.01421595297
798	0.01419975079
799	0.01418495162
800	0.01417100817
801	0.01415762177
802	0.01413546095
803	0.01411455693
804	0.0140962643
805	0.01409195612
806	0.01407878814
807	0.01406023392
808	0.01403829494
809	0.01402144377
810	0.01400786842
811	0.01399990878
812	0.01397695877
813	0.01396592304
814	0.01394745904
815	0.01393295361
816	0.01391964095
817	0.01390742084
818	0.01388711017
819	0.0138738787
820	0.01386235901
821	0.01385213811
822	0.01384029038
823	0.01383032572
824	0.01381816148
825	0.01380724329
826	0.01379995417
827	0.01378981554
828	0.01378425294
829	0.01377662586
830	0.01375977242
831	0.01374711621
832	0.01374356862
833	0.01372572031
834	0.01371607859
835	0.01370044235
836	0.01368673582
837	0.01367567651
838	0.01366970532
839	0.01365775713
840	0.0136368703
841	0.01362650974
842	0.01361073267
843	0.01360212756
844	0.01359011189
845	0.01358368704
846	0.0135710722
847	0.0135663079
848	0.01355902732
849	0.01354920142
850	0.01353674534
851	0.01352978207
852	0.01352269757
853	0.01351777173
854	0.01350523067
855	0.01348209297
856	0.01347409159
857	0.01345834005
858	0.0134397186
859	0.01342884247
860	0.01341304025
861	0.01340174831
862	0.01338564368
863	0.01336575571
864	0.01335568949
865	0.01334910168
866	0.01333825773
867	0.01332344417
868	0.01331031945
869	0.01329685614
870	0.01328211334
871	0.01327095868
872	0.01326014532
873	0.01325222358
874	0.0132390943
875	0.01322509599
876	0.01321720556
877	0.01321046633
878	0.01319849263
879	0.01318309299
880	0.01317685306
881	0.01317132308
882	0.01315709209
883	0.0131411299
884	0.0131296326
885	0.01312243508
886	0.01310841461
887	0.0130878054
888	0.01307937283
889	0.01307220412
890	0.01306394504
891	0.01304919836
892	0.01304487777
893	0.0130330432
894	0.01301531826
895	0.0130002357
896	0.01298271979
897	0.01297157736
898	0.01296140227
899	0.01294867487
900	0.01293264566
901	0.01292569588
902	0.01291620494
903	0.01291216714
904	0.01289985714
905	0.01289373428
906	0.01287793857
907	0.01286359559
908	0.0128529612
909	0.01283750779
910	0.01282764799
911	0.01281335381
912	0.01279787903
913	0.01278807931
914	0.01277106323
915	0.01276592075
916	0.01275014039
917	0.01273167848
918	0.01272642484
919	0.01271816813
920	0.01271463943
921	0.01270188178
922	0.01269490777
923	0.0126824143
924	0.01267511678
925	0.01266279571
926	0.01265260674
927	0.01263823974
928	0.01263643141
929	0.01261838762
930	0.01260286676
931	0.01258593638
932	0.01258158598
933	0.01257361561
934	0.01255743671
935	0.01255346367
936	0.01254471393
937	0.01253691115
938	0.01253215138
939	0.01252504652
940	0.01251173498
941	0.01250288706
942	0.01249605266
943	0.01247847777
944	0.01246856529
945	0.01246105962
946	0.01244960164
947	0.01243415904
948	0.01242766907
949	0.01241588056
950	0.01240618304
951	0.01240037226
952	0.01239229515
953	0.01237928662
954	0.01235988406
955	0.01235531597
956	0.01234808646
957	0.01233842703
958	0.01232836289
959	0.01231688484
960	0.01230101574
961	0.01229223865
962	0.01228175426
963	0.01227338815
964	0.01225867143
965	0.0122407863
966	0.0122251586
967	0.01221713141
968	0.0122030162
969	0.01218962492
970	0.0121823411
971	0.01218076621
972	0.0121673687
973	0.01215109462
974	0.01213595367
975	0.01212306965
976	0.01210846553
977	0.01209244196
978	0.01207711637
979	0.0120617033
980	0.0120557371
981	0.01204160192
982	0.01203391087
983	0.01202279018
984	0.01200650054
985	0.01199123787
986	0.01198292574
987	0.0119746499
988	0.01195533818
989	0.01194046457
990	0.01192341137
991	0.0119127821
992	0.01189372794
993	0.01187667836
994	0.011863262
995	0.01185440601
996	0.01184133959
997	0.01183803011
998	0.01182204986
999	0.01181548921
